0,20160428,97.61,97.88,94.25,94.83,82242690,94.83
1,20160427,96,98.71,95.68,97.82,114602142,97.82
1,20160426,103.91,105.3,103.91,104.35,56016165,104.35
1,20160425,105,105.65,104.51,105.08,28031588,105.08
1,20160422,105.01,106.48,104.62,105.68,33683121,105.68
0,20160421,106.93,106.93,105.52,105.97,31552525,105.97
1,20160420,106.64,108.09,106.06,107.13,30611030,107.13
0,20160419,107.88,108,106.23,106.91,32384879,106.91
0,20160418,108.89,108.95,106.94,107.48,60821461,107.48
0,20160415,112.11,112.3,109.73,109.85,46938969,109.85
1,20160414,111.62,112.39,111.33,112.1,25473923,112.1
1,20160413,110.8,112.34,110.8,112.04,33257316,112.04
1,20160412,109.34,110.5,108.66,110.44,27232325,110.44
1,20160411,108.97,110.61,108.83,109.02,29407518,109.02
0,20160408,108.91,109.77,108.17,108.66,23581740,108.66
0,20160407,109.95,110.42,108.121,108.54,31801870,108.54
1,20160406,110.23,110.98,109.2,110.96,26404077,110.96
1,20160405,109.51,110.73,109.42,109.81,26578652,109.81
1,20160404,110.42,112.19,110.27,111.12,37356204,111.12
1,20160401,108.78,110,108.2,109.99,25873950,109.99
0,20160331,109.72,109.9,108.88,108.99,25888449,108.99
1,20160330,108.65,110.42,108.6,109.56,45601149,109.56
1,20160329,104.89,107.79,104.88,107.68,31190083,107.68
0,20160328,106,106.19,105.06,105.19,19411372,105.19
1,20160324,105.47,106.25,104.89,105.67,26132955,105.67
0,20160323,106.48,107.07,105.9,106.13,25703495,106.13
1,20160322,105.25,107.29,105.21,106.72,32444375,106.72
0,20160321,105.93,107.65,105.1401,105.91,35502678,105.91
0,20160318,106.34,106.5,105.19,105.92,44205171,105.92
1,20160317,105.52,106.47,104.96,105.8,34420705,105.8
1,20160316,104.61,106.31,104.59,105.97,38303493,105.97
1,20160315,103.96,105.18,103.85,104.58,40067734,104.58
1,20160314,101.91,102.91,101.78,102.52,25076062,102.52
1,20160311,102.24,102.28,101.5,102.26,27408237,102.26
0,20160310,101.41,102.24,100.15,101.17,33513577,101.17
0,20160309,101.31,101.58,100.27,101.12,27201683,101.12
1,20160308,100.78,101.76,100.4,101.03,31182194,101.03
0,20160307,102.39,102.83,100.96,101.87,35915810,101.87
1,20160304,102.37,103.75,101.37,103.01,46055100,103.01
1,20160303,100.58,101.7099,100.45,101.5,36955742,101.5
1,20160302,100.51,100.89,99.64,100.75,33169560,100.75
1,20160301,97.65,100.77,97.42,100.53,50407147,100.53
0,20160229,96.86,98.23,96.65,96.69,35216277,96.69
0,20160226,97.2,98.0237,96.58,96.91,28991131,96.91
1,20160225,96.05,96.76,95.25,96.76,27582659,96.76
1,20160224,93.98,96.38,93.32,96.1,36255745,96.1
0,20160223,96.4,96.5,94.55,94.69,31942633,94.69
1,20160222,96.31,96.9,95.92,96.88,34280758,96.88
1,20160219,96,96.7599,95.8,96.04,35374173,96.04
0,20160218,98.84,98.89,96.091,96.26,39020983,96.26
1,20160217,96.67,98.21,96.15,98.12,44863243,98.12
1,20160216,95.02,96.85,94.61,96.64,49057916,96.64
0,20160212,94.19,94.5,93.01,93.99,40351381,93.99
0,20160211,93.79,94.72,92.59,93.7,50074711,93.7
0,20160210,95.92,96.35,94.1,94.27,42343601,94.27
1,20160209,94.29,95.94,93.93,94.99,44331195,94.99
1,20160208,93.13,95.7,93.04,95.01,54021375,95.01
0,20160205,96.52,96.92,93.69,94.02,46418064,94.02
1,20160204,95.86,97.33,95.19,96.6,46471652,96.6
1,20160203,95,96.84,94.08,96.35,45964294,95.83412273
0,20160202,95.42,96.04,94.28,94.48,37357215,93.97413509
