Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
4/28/16,82.94,85.52,82.07,82.43,1469246,0,1,82.94,85.52,82.07,82.43,1469246
4/27/16,84.51,85.25,84,84.86,816398,0,1,84.51,85.25,84,84.86,816398
4/26/16,84.83,85.14,83.86,84.26,578476,0,1,84.83,85.14,83.86,84.26,578476
4/25/16,84.96,85.44,84.4,84.61,457460,0,1,84.96,85.44,84.4,84.61,457460
4/22/16,85,85.71,84.525,85.17,445964,0,1,85,85.71,84.525,85.17,445964
4/21/16,85.46,86.1,84.57,85.01,656907,0,1,85.46,86.1,84.57,85.01,656907
4/20/16,85.17,85.97,84.27,85.63,680556,0,1,85.17,85.97,84.27,85.63,680556
4/19/16,85.2,85.65,84.75,85.12,644327,0,1,85.2,85.65,84.75,85.12,644327
4/18/16,83.98,85.13,83.005,85.01,584924,0,1,83.98,85.13,83.005,85.01,584924
4/15/16,83.66,83.99,83.35,83.93,918966,0,1,83.66,83.99,83.35,83.93,918966
4/14/16,82.66,83.8,82.57,83.5,673160,0,1,82.66,83.8,82.57,83.5,673160
4/13/16,81.68,82.9588,81.65,82.79,514525,0,1,81.68,82.9588,81.65,82.79,514525
4/12/16,80.34,81.42,79.91,81.21,405770,0,1,80.34,81.42,79.91,81.21,405770
4/11/16,80.38,80.81,80.2,80.24,387523,0,1,80.38,80.81,80.2,80.24,387523
4/8/16,80.66,80.76,79.8,80.12,323384,0,1,80.66,80.76,79.8,80.12,323384
4/7/16,81.31,81.46,80.02,80.41,489367,0,1,81.31,81.46,80.02,80.41,489367
4/6/16,80.58,81.9,80.46,81.89,569026,0,1,80.58,81.9,80.46,81.89,569026
4/5/16,81.34,81.65,80.51,80.62,380287,0,1,81.34,81.65,80.51,80.62,380287
4/4/16,81.5,82.62,81.24,82.05,657796,0,1,81.5,82.62,81.24,82.05,657796
4/1/16,79.74,81.32,79.32,81.15,503189,0,1,79.74,81.32,79.32,81.15,503189
3/31/16,79.71,80.4,79.64,80.02,723446,0,1,79.71,80.4,79.64,80.02,723446
3/30/16,80.06,80.1814,79.54,79.8,409826,0,1,80.06,80.1814,79.54,79.8,409826
3/29/16,77.97,79.58,77.95,79.53,404111,0,1,77.97,79.58,77.95,79.53,404111
3/28/16,78.03,78.125,77.53,77.94,293278,0,1,78.03,78.125,77.53,77.94,293278
3/24/16,78.02,78.16,77.17,77.73,392419,0,1,78.02,78.16,77.17,77.73,392419
3/23/16,79.4,79.4,78.58,78.69,446097,0,1,79.4,79.4,78.58,78.69,446097
3/22/16,78.46,79.57,78.41,79.42,407604,0,1,78.46,79.57,78.41,79.42,407604
3/21/16,78.7,79.27,78.45,78.76,503502,0,1,78.7,79.27,78.45,78.76,503502
3/18/16,77.12,79.22,76.7,78.97,984762,0,1,77.12,79.22,76.7,78.97,984762
3/17/16,77.38,77.71,75.92,76.73,675635,0,1,77.38,77.71,75.92,76.73,675635
3/16/16,77.58,78.2,77.1,77.42,615351,0,1,77.58,78.2,77.1,77.42,615351
3/15/16,78.42,78.58,77.59,77.7,586798,0,1,78.42,78.58,77.59,77.7,586798
3/14/16,78.92,79.549,78.64,79.03,409962,0,1,78.92,79.549,78.64,79.03,409962
3/11/16,78.11,79.48,77.66,79.26,1144089,0,1,78.11,79.48,77.66,79.26,1144089
3/10/16,78.09,78.65,77.06,77.72,770077,0,1,78.09,78.65,77.06,77.72,770077
3/9/16,79.68,79.68,77.86,78.03,1011432,0,1,79.68,79.68,77.86,78.03,1011432
3/8/16,79.1,79.73,78.789,79.47,815547,0,1,79.1,79.73,78.789,79.47,815547
3/7/16,78.84,80,78.37,79.7,465301,0,1,78.84,80,78.37,79.7,465301
3/4/16,79.05,79.78,78.88,79.21,336932,0,1,79.05,79.78,78.88,79.21,336932
3/3/16,78.76,79.15,78.16,79.07,534884,0,1,78.76,79.15,78.16,79.07,534884
3/2/16,79.06,79.37,78.4,78.92,830165,0,1,79.06,79.37,78.4,78.92,830165
3/1/16,78.56,79.705,78.14,79.61,705669,0,1,78.56,79.705,78.14,79.61,705669
2/29/16,78.8,79.5,78.22,78.22,698325,0,1,78.8,79.5,78.22,78.22,698325
2/26/16,79.26,79.43,78.52,78.96,525564,0,1,79.26,79.43,78.52,78.96,525564
2/25/16,77.91,79.07,77.54,79.05,561461,0,1,77.91,79.07,77.54,79.05,561461
2/24/16,77.03,77.6763,76.13,77.59,596714,0,1,77.03,77.6763,76.13,77.59,596714
2/23/16,78.31,78.85,77.16,77.41,740676,0,1,78.31,78.85,77.16,77.41,740676
2/22/16,78.29,78.99,78.05,78.74,791296,0,1,78.29,78.99,78.05,78.74,791296
2/19/16,78.21,78.65,77.47,77.78,1723436,0,1,78.21,78.65,77.47,77.78,1723436
2/18/16,78.71,79.36,78.17,78.23,621165,0,1,78.71,79.36,78.17,78.23,621165
2/17/16,78.36,78.97,77.91,78.92,686212,0,1,78.36,78.97,77.91,78.92,686212
2/16/16,76.7,78.48,76.53,78.03,770347,0,1,76.7,78.48,76.53,78.03,770347
2/12/16,75.65,76.31,75.03,75.86,515570,0,1,75.65,76.31,75.03,75.86,515570
2/11/16,75.83,76.89,74.56,75.19,898061,0,1,75.83,76.89,74.56,75.19,898061
2/10/16,75.05,78.54,75.05,77.13,1247291,0,1,75.05,78.54,75.05,77.13,1247291
2/9/16,73.23,75.27,73.18,74.87,1028743,0,1,73.23,75.27,73.18,74.87,1028743
2/8/16,74.22,74.35,73.3,74.02,1030803,0,1,74.22,74.35,73.3,74.02,1030803
2/5/16,75.79,76.08,74.37,74.69,1005024,0,1,75.79,76.08,74.37,74.69,1005024
2/4/16,75.4,76.5525,75.09,75.9,1030364,0,1,75.4,76.5525,75.09,75.9,1030364
2/3/16,76.67,76.76,74.43,75.49,1183954,0,1,76.67,76.76,74.43,75.49,1183954
2/2/16,76.39,76.93,75.6,75.94,874089,0,1,76.39,76.93,75.6,75.94,874089
2/1/16,76.51,77.6,76,77.2,757023,0,1,76.51,77.6,76,77.2,757023
1/29/16,74.59,77.18,74.59,77.13,1430271,0,1,74.59,77.18,74.59,77.13,1430271
1/28/16,75.5,76.02,74.56,75.13,2647104,0,1,75.5,76.02,74.56,75.13,2647104
1/27/16,77.06,79.29,77.06,77.7,1607783,0,1,77.06,79.29,77.06,77.7,1607783
