Date,Open,High,Low,Close,Volume,Adj_Close
2/5/15,120.02,120.23,119.25,119.94,42246245,117.7640035
2/4/15,118.5,120.51,118.309,119.56,70149743,116.9326822
2/3/15,118.5,119.09,117.61,118.65,51915749,116.0426794
2/2/15,118.05,119.17,116.08,118.63,62739100,116.0231188
1/30/15,118.4,120,116.85,117.16,83745461,114.5854219
1/29/15,116.32,119.19,115.56,118.9,84436432,116.2871856
1/28/15,117.625,118.12,115.31,115.31,146477063,112.7760755
1/27/15,112.42,112.48,109.03,109.14,95568749,106.7416606
1/26/15,113.74,114.3626,112.8,113.1,55614979,110.61464
1/23/15,112.3,113.75,111.53,112.98,46464828,110.497277
1/22/15,110.26,112.47,109.72,112.4,53796409,109.9300224
1/21/15,108.95,111.06,108.27,109.55,48575897,107.1426508
1/20/15,107.84,108.9667,106.5,108.72,49899907,106.33089
1/16/15,107.03,107.58,105.2,105.99,78513345,103.6608815
1/15/15,110,110.06,106.66,106.82,60013996,104.4726423
1/14/15,109.04,110.49,108.5,109.8,48956588,107.3871571
1/13/15,111.43,112.8,108.91,110.22,67091928,107.7979277
1/12/15,112.6,112.63,108.8,109.25,49650790,106.8492433
1/9/15,112.67,113.25,110.21,112.01,53315099,109.5485926
1/8/15,109.23,112.15,108.7,111.89,59364547,109.4312296
1/7/15,107.2,108.2,106.695,107.75,40105934,105.3822056
1/6/15,106.54,107.43,104.63,106.26,65797116,103.9249482
1/5/15,108.29,108.65,105.41,106.25,64285491,103.915168
1/2/15,111.39,111.44,107.35,109.33,53204626,106.9274853
12/31/14,112.82,113.13,110.21,110.38,41403351,107.9544117
12/30/14,113.64,113.92,112.11,112.52,29881477,110.0473854
12/29/14,113.79,114.77,113.7,113.91,27598920,111.4068403
12/26/14,112.1,114.52,112.01,113.99,33720951,111.4850823
12/24/14,112.58,112.71,112.01,112.01,14479611,109.5485926
12/23/14,113.23,113.33,112.46,112.54,26028419,110.0669459
12/22/14,112.16,113.49,111.97,112.94,45167549,110.458156
12/19/14,112.26,113.24,111.66,111.78,88429770,109.3236468
12/18/14,111.87,112.65,110.66,112.65,59006218,110.1745287
12/17/14,107.12,109.84,106.82,109.41,53411773,107.0057273
12/16/14,106.37,110.16,106.26,106.745,60790733,104.3992904
12/15/14,110.7,111.6,106.35,108.225,67218082,105.8467676
