4/28/16,101.37
4/27/16,103.51
4/26/16,103.92
4/25/16,102.36
4/22/16,102.33
4/21/16,102.3
4/20/16,103.74
4/19/16,103.92
4/18/16,103.79
4/15/16,102.83
4/14/16,102.93
4/13/16,103.31
4/12/16,102.71
4/11/16,102.62
4/8/16,103.38
4/7/16,103.17
4/6/16,105.13
4/5/16,103.9
4/4/16,104.96
4/1/16,104.69
3/31/16,104.01
3/30/16,103.18
3/29/16,102.57
3/28/16,102.05
3/24/16,101.89
3/23/16,101.7
3/22/16,102.15
3/21/16,102.01
3/18/16,102.01
3/17/16,100.83
3/16/16,100.29
3/15/16,99.33
3/14/16,99.43
3/11/16,99.96
3/10/16,98.02
3/9/16,99.47
3/8/16,99.27
3/7/16,99.38
3/4/16,99.18
3/3/16,97.71
3/2/16,98.63
3/1/16,98.86
2/29/16,96.64
2/26/16,95.75
2/25/16,100.07
2/24/16,98.83
2/23/16,97.36
2/22/16,98.25
2/19/16,97.19
2/18/16,96.47
2/17/16,98.36
2/16/16,95.36
2/12/16,94.56
2/11/16,91.41
2/10/16,90.26
2/9/16,90.13
2/8/16,90.92
2/5/16,91.79
2/4/16,96.75
2/3/16,95.89
2/2/16,94.15
2/1/16,96.37
1/29/16,95.51
1/28/16,92.025
1/27/16,90.77
1/26/16,92.64
1/25/16,91.73
1/22/16,93.61
1/21/16,91.95
1/20/16,91.99
1/19/16,90.88
1/15/16,91.49
1/14/16,94.32
1/13/16,91.7
1/12/16,94.85
1/11/16,94
1/8/16,93.14
1/7/16,94.44
1/6/16,96.29
1/5/16,95.95
1/4/16,94.38
12/31/15,96.5
12/30/15,98.28
12/29/15,99.34
12/28/15,98.22
12/24/15,97.59
12/23/15,98
12/22/15,97.21
12/21/15,95.68
12/18/15,95.57
12/17/15,97.87
12/16/15,99.05
12/15/15,97.98
12/14/15,96.3
12/11/15,96.12
12/10/15,96.99
12/9/15,97.72
12/8/15,98.32
12/7/15,98.83
12/4/15,98.63
12/3/15,96.38
12/2/15,99.5
12/1/15,101.79
11/30/15,100.2
11/27/15,100.18
11/25/15,99.85
11/24/15,99.76
11/23/15,101.03
11/20/15,103.2
11/19/15,97.42
11/18/15,96.62
11/17/15,96.43
11/16/15,96.9
11/13/15,96.53
11/12/15,98.05
11/11/15,99.39
11/10/15,98.88
11/9/15,97.51
11/6/15,98.28
11/5/15,97.78
11/4/15,98.85
11/3/15,97.71
11/2/15,97.51
10/30/15,97.43
10/29/15,97.745
10/28/15,97.99
10/27/15,98.03
10/26/15,97.71
10/23/15,97.94
10/22/15,96.86
10/21/15,93.87
10/20/15,94.3
10/19/15,94.08
10/16/15,93.62
10/15/15,92.43
10/14/15,90.41
10/13/15,91.36
10/12/15,93.21
10/9/15,92.7
10/8/15,92.29
10/7/15,90.96
10/6/15,90.81
10/5/15,91.31
10/2/15,89.5
10/1/15,88.86
9/30/15,88.65
9/29/15,86.83
9/28/15,86.22
9/25/15,87.88
9/24/15,87.86
9/23/15,87.59
9/22/15,86.85
9/21/15,86.81
9/18/15,85.49
9/17/15,85.77
9/16/15,89.47
9/15/15,88.99
9/14/15,88.82
9/11/15,89.31
9/10/15,88.3
9/9/15,86.64
9/8/15,87.74
9/4/15,85.13
9/3/15,86.04
9/2/15,85.83
9/1/15,84.1
8/31/15,85.75
8/28/15,86.21
8/27/15,86.6
8/26/15,83.29
8/25/15,79.87
8/24/15,84.25
8/21/15,89.28
8/20/15,102.93
8/19/15,106.27
8/18/15,105.72
8/17/15,105.56
8/14/15,105.62
8/13/15,104.9
8/12/15,104.72
8/11/15,104.62
8/10/15,104.99
8/7/15,105.44
8/6/15,104.17
8/5/15,106.78
8/4/15,105.59
8/3/15,105.05
7/31/15,105.77
7/30/15,105.74
7/29/15,105.52
7/28/15,105.64
7/27/15,105
7/24/15,106.69
7/23/15,107.25
7/22/15,106.72
7/21/15,106.15
7/20/15,106.63
7/17/15,106.77
7/16/15,108.1
7/15/15,106.33
7/14/15,105.83
7/13/15,105.43
7/10/15,104.36
7/9/15,103.58
7/8/15,103.43
7/7/15,103.58
7/6/15,101.92
7/2/15,101.41
7/1/15,101.62
6/30/15,100.77
6/29/15,101.02
6/26/15,103.24
6/25/15,103.6
6/24/15,103.05
6/23/15,104.76
6/22/15,105.5
6/19/15,104.32
6/18/15,104.39
6/17/15,103.84
6/16/15,103.73
6/15/15,103.05
6/12/15,104.73
6/11/15,105.83
6/10/15,107.48
6/9/15,104.64
6/8/15,104.5
6/5/15,105.6
6/4/15,105.46
6/3/15,106.84
6/2/15,106.215
6/1/15,106.415
5/29/15,104.15
5/28/15,105.09
5/27/15,105.19
5/26/15,104.67
5/22/15,106.76
5/21/15,104.16
5/20/15,103.38
5/19/15,103.27
5/18/15,102.34
5/15/15,102.33
5/14/15,103.82
5/13/15,102.24
5/12/15,102.255
5/11/15,102.325
5/8/15,102.75
5/7/15,100.07
5/6/15,99.54
5/5/15,100.01
5/4/15,101.29
5/1/15,100.59
